"ID","CUSTOMER_GRADE","STATUS_PANTINUM","STATUS_GOLD","STATUS_SILVER","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_L_Y1","FARE_L_Y2","FARE_L_Y3","FARE_L_Y4","FARE_L_Y5","POINTS_L_Y1","POINTS_L_Y2","POINTS_L_Y3","POINTS_L_Y4","POINTS_L_Y5","SERVICE_FLAG","CANCEL_FLAG","CREDIT_FLAG","BENEFIT_FLAG","BUYER_FLAG"
50015,8.95259747770695,0,0,1,5,22,24,114,79.5,104.5,82,100.5,142.9,113.5,105.8,93.2,123.5,1,0,0,1,0
50016,10.0974283568859,0,0,0,6,10,27,47,52.5,61,66.5,74.5,111.1,110.5,86.9,91.6,76,0,0,0,0,0
50017,9.28380795119588,0,0,0,3,24,24,67.5,67.5,71.5,77,72.5,28.2,23.6,60.3,89,54.2,0,0,0,0,0
50018,12.387434395097,0,1,0,4,52,24,188.5,171.5,209,209.5,202,204.2,166.9,202.7,202.3,195.9,0,0,0,1,0
50019,9.31487758101601,0,0,1,4,30,25,119,121.5,120,119.5,125.5,94,90,113,106.7,125.5,0,0,0,0,0
50020,14.1154474907542,0,0,1,6,18,23,103,96,103,104.5,107,108.8,105.3,114,92.2,90.1,0,1,0,0,0
50021,10.9768436049834,0,0,0,2,34,15,60.5,64,60.5,65.5,72,23.1,39.7,49.1,58.3,52.6,0,0,0,0,0
50022,7.6264219470507,0,0,0,8,10,20,57,71.5,71,70,69.5,55.2,43.7,45.5,45.4,63.8,0,1,0,0,0
50023,10.7910181578887,0,0,0,9,10,19,81.5,89,85.5,85,85.5,79.2,100.6,80.3,99,86.7,0,0,0,0,0
50024,10.7607589180971,0,0,0,5,26,24,121,70,81,61,65.5,82.3,74.5,78.5,71.8,47.4,0,0,0,0,0
50025,5.56053883378305,0,0,0,2,30,21,57.5,56.5,55.5,61,62.5,71.2,66.2,99.8,71.5,52.1,0,0,0,0,0
50026,6.32161129275107,0,0,1,3,36,19,96.5,100.5,104.5,106.5,108,109.8,144.7,152,135.2,128.1,0,0,0,1,0
50027,9.40688023688713,0,0,0,3,22,21,66,63.5,68,68,68.5,70.6,64.2,65.4,83.7,72.3,0,0,0,0,0
50028,11.7979704534534,0,0,0,6,14,25,85,81,80.5,86.5,93,103.2,93.7,113.3,79.8,84.3,0,0,0,0,0
50029,7.62458639705607,0,0,0,5,20,22,89.5,97.5,98,111,99.5,51.8,54.4,75.5,105,127,0,0,0,0,0
50030,10.315425883858,0,0,0,4,18,18,66.5,68,64.5,69,61,77.5,72.8,79,93.2,66.9,0,0,0,0,0
50031,8.53659888050113,0,0,0,3,32,14,87,92.5,91,90,92,110,102.7,77.5,80.8,100.6,0,0,0,0,0
50032,12.8060893824199,0,0,0,2,52,16,102,111,103.5,105.5,108.5,80.1,95.4,76.8,84.9,96.8,0,0,0,0,0
50033,10.9022343973545,0,0,1,4,26,22,112.5,108,103.5,104.5,97.5,120.5,113.8,95.2,124.8,98.2,0,0,0,0,0
50034,16.2967014517101,0,0,0,4,26,23,88.5,96.5,100.5,102.5,97.5,75.8,95,99.3,63.7,111.8,0,0,0,0,0
50035,8.46261182859146,0,0,0,5,16,11,56.5,76.5,67.5,72.5,68,66.7,62.5,61.6,62.5,66,0,0,0,0,0
50036,6.79193157951994,0,0,1,6,20,23,114,99,93.5,87.5,98.5,98,90.2,115.5,94.8,110,0,1,0,0,0
50037,12.2447688595179,0,0,0,5,16,13,74,76.5,78.5,73.5,69.5,87.3,62.9,49.2,67.3,65.7,0,0,0,0,0
50038,2.00027837661314,0,0,0,9,0,17,60,65.5,65,63,67.5,91.5,82.6,82.5,64.9,59.8,0,0,0,0,0
50039,9.6941415929514,0,0,1,3,36,22,105,115,108,105,106,90,111.9,112.1,107.8,85.9,0,0,0,0,0
50040,14.8125753695979,0,0,1,4,22,19,90,89,89.5,88,88,125.1,113.1,113.3,121.2,101.5,0,0,0,0,0
50041,12.1132548901655,0,0,0,3,22,22,65.5,62.5,63,61,67.5,75.2,72.5,85,79.8,69.7,0,0,0,0,0
50042,8.75890638385311,0,0,0,3,38,26,101,103.5,110,111,104.5,93.4,108.4,92.3,100.5,83.2,1,0,0,0,0
50043,12.7735336970253,0,0,0,7,12,20,106.5,85,103,96.5,73,94.3,71,41.6,87.7,72,0,0,0,0,0
50044,11.4492041668114,0,0,0,4,18,26,73.5,66,67.5,65.5,67,44.9,56.5,84.8,80.2,53.4,0,0,0,0,0
50045,3.81550468901677,0,0,0,7,10,17,63.5,59,64.5,62,63.5,60.6,75.5,63.7,39.9,68,0,0,0,0,0
50046,13.0941504248826,0,0,0,4,28,17,111.5,78,32.5,17,0,50.9,39.8,40.7,49.2,35.6,0,0,0,0,0
50047,12.1770278849923,0,0,0,3,16,27,46.5,34,82,82,105.5,25.7,72.2,70.3,70.2,79.4,0,0,0,0,0
50048,13.2094504102346,0,0,0,6,12,15,62,63.5,71,63,70,83.3,76.5,66,64.2,57.6,0,1,0,0,0
50049,8.47074346087782,0,0,1,3,32,27,95.5,92.5,88,92.5,88,91.9,82.6,118.2,94.5,118.2,0,1,0,0,0
50050,10.9004233899501,0,0,0,5,14,20,63,66.5,71.5,67,70,47,64.8,60.1,71,65.8,0,0,0,0,0
50051,6.31021108825763,0,0,0,1,60,26,66,63,60,60.5,62,72.2,82.6,56.5,39,44.8,0,1,0,0,0
50052,5.63141557787521,0,0,0,4,20,21,77.5,82,80,67,69.5,52.4,68.3,31.5,19.4,34.5,0,0,0,0,0
50053,8.79724318180109,0,0,0,6,12,17,69,73,36.5,51,71.5,67.6,75.8,106.8,88,51.6,0,0,0,0,0
50054,13.1267922661198,0,0,0,1,54,16,59.5,9.5,35,53,53,66,77.3,71.2,55.4,69.3,0,0,0,0,0
50055,7.12573789508986,0,0,0,7,10,13,60.5,67,65.5,67.5,69,51.6,44.1,45.9,62.9,45.9,0,0,0,0,0
50056,9.20644916962791,0,0,0,7,14,24,52,59,87.5,85.5,81,58.9,63.9,83.1,55.1,61.8,0,0,0,0,0
50057,10.057937554453,0,0,0,3,28,18,92,91,83,86.5,78.5,94.2,76.8,68.5,77.7,65,0,0,0,0,0
50058,10.1276231349981,0,0,1,2,40,20,84,80,81.5,91.5,91,115.8,116.8,112.2,89,110.8,0,0,0,1,0
50059,6.53159971846033,0,1,0,2,80,29,171,169,167,166,160,153,154.2,173,162,164.3,0,0,0,1,0
50060,7.13927124970929,0,0,0,3,30,13,92,90.5,93,89,90,95.5,87.7,69.9,86.8,108.5,0,0,0,0,0
50061,8.80665080204981,0,0,0,2,34,19,63.5,65.5,67,73.5,73,68.3,76.4,56.5,67.2,75.5,0,0,0,0,0
50062,10.3002861415812,0,0,0,7,10,22,70.5,66.5,65,69,65.5,45.1,64.9,72.5,41.2,40.8,0,0,0,0,0
50063,8.84490151596679,0,0,0,5,20,18,95.5,92,96,90.5,85.5,79.7,73.8,87.5,59.5,96.8,0,0,0,0,0
50064,9.98874942378028,0,0,0,2,34,19,70,66.5,69.5,66,70.5,95.7,83.7,84,84.8,80.5,0,0,0,0,0
50065,13.9655121062284,0,0,1,6,14,19,87,88,83.5,85.5,88,86,103.1,100.8,121.3,117.2,0,0,0,1,0
50066,16.6111048537578,0,0,0,9,10,10,74.5,64,70,75.5,70.5,56.2,67.8,62.4,52.2,53.1,0,0,0,0,0
50067,3.51637783811747,0,0,0,3,28,13,95.5,88,81.5,90,85,117.8,109.7,96.2,81.3,75.3,0,0,0,0,0
50068,9.36813401540619,0,0,0,7,12,18,67,71.5,76,74.5,72.5,58.4,87.2,71,67.9,80.1,0,0,0,0,0
50069,1.85916023698366,0,0,0,5,24,24,114,105,114.5,120,113,74.8,57.6,81.5,110,140.9,0,0,0,0,0
50070,8.64083895998847,0,0,0,7,12,20,67.5,80,74.5,73,67,53,46.4,40.9,51.8,60.6,0,0,0,0,0
50071,11.6672472161416,0,0,0,4,18,15,53.5,58.5,71.5,68.5,68,61.5,105.3,124.5,85.5,56.1,0,0,0,0,0
50072,5.21499547332071,0,0,1,6,18,22,106.5,107,109,107,108,120,99.3,100,92.5,92.3,0,0,0,1,0
50073,10.5583704682581,0,0,1,5,28,27,133.5,146,155,97,133.5,123.5,120,135.7,125.9,120.7,1,1,0,0,0
50074,14.3161165897226,0,0,0,1,88,20,86.5,86.5,89,88.5,84.5,62.3,99.9,104.7,87,93.3,0,0,0,0,0
50075,7.0132633165208,0,0,1,4,28,30,106.5,99.5,100,104.5,114.5,140.6,130.6,114.5,131.6,142.3,0,0,0,0,0
50076,9.81239559645737,0,0,1,6,20,21,111,108.5,110.5,105,110.5,111.5,111.5,113.4,83.8,95.1,0,0,0,0,0
50077,5.449434685415,0,0,0,6,16,20,92,90,85.5,93,93,80.9,69.8,73.9,90.4,94.2,0,0,0,0,0
50078,9.62465649531749,0,0,0,5,18,29,93.5,88.5,84,91.5,91.5,77.2,65.3,77.2,97.5,79.9,0,0,0,0,0
50079,8.28438186044004,0,0,0,4,16,19,57,58.5,63.5,63,70,44.8,40.1,79,88.2,71,0,0,0,0,0
50080,12.9505355536346,0,0,0,3,22,18,55,60.5,66.5,63.5,62.5,85,53.4,48.4,56.1,52.7,0,0,0,0,0
50081,7.14159398696773,0,0,0,4,18,16,65.5,74.5,70,68.5,67,49.7,76,99.1,58.6,60.1,0,0,0,0,0
50082,9.93250512050713,0,0,0,3,30,19,85,83,89,91,94,93.5,74.8,79.3,108.2,104.7,0,1,0,0,0
50083,10.3359212994991,0,0,1,4,38,34,145,146.5,146,140.5,137,158.4,149.2,139.4,125.7,117.5,0,0,0,0,0
50084,13.1176343588402,0,0,0,1,64,10,73,64,68.5,69.5,68,59.9,53.4,48.1,49.7,59.5,0,0,0,0,0
50085,8.20861956334298,0,0,1,4,34,25,127.5,132,131,136,132,144.2,160.3,136.4,144.4,145.4,0,0,0,0,0
50086,9.53602319220667,0,0,1,3,32,20,92.5,96.5,91,88,93.5,92.8,107,116.5,107.5,126.3,0,0,0,1,0
50087,13.3728783061427,0,0,0,12,0,16,73,69.5,66.5,65.5,64,44.5,67.5,44.9,53.1,67.5,0,0,0,0,0
50088,14.1688906696406,0,0,0,5,18,13,88,92.5,89.5,87,92,98.8,94.5,88.2,92.4,89.4,0,0,0,0,0
50089,5.88222967270235,0,0,0,9,10,17,66.5,76.5,74.5,74.5,66,49.5,44.5,53,46.5,50.7,0,0,0,0,0
50090,15.896543910079,0,0,1,8,14,23,105,101.5,103.5,105,103,107.7,120,99.2,87.5,95.8,0,0,0,1,0
50091,8.47199736374032,0,0,0,4,20,19,82,78,53.5,74,70.5,70.8,91.7,91.7,83,73.5,0,0,0,0,0
50092,9.26305361374683,0,0,0,4,20,16,66.5,60,69,74.5,66,58.8,34,34.6,64.3,65.7,0,0,0,0,0
50093,10.0600225285961,0,0,0,4,18,17,73.5,70,73,66.5,64,87.6,66.5,69.5,83.2,97.7,0,0,0,0,0
50094,6.85712976795887,0,0,1,5,26,23,125.5,124,128,126.5,124,136.8,148.8,115.7,96.5,115.5,0,1,0,0,0
50095,13.5117116717181,0,0,0,3,32,19,75,75,83,82.5,91,59.5,82.5,64,56.4,83.6,0,0,0,0,0
50096,13.8032879359158,0,0,1,4,38,27,151.5,146,141.5,142,147,136.2,136.1,159.8,144.4,157.3,0,0,0,0,0
50097,4.59336163813005,0,0,0,4,22,17,82,85.5,89.5,102.5,107,76.8,94,100.5,102.2,111.7,0,0,0,0,0
50098,11.5957593109196,0,0,0,6,16,19,87,85,79,70.5,73,82.7,58,73.7,67.8,74.6,0,0,0,0,0
50099,5.47762765726522,0,0,0,5,14,14,68.5,64,68.5,60,65,47.6,65.5,40.3,57.8,50.8,0,0,0,0,0
50100,16.0475406860423,0,0,0,4,18,21,69.5,71.5,69,68.5,69,67.3,59,59,60.1,69.8,0,0,0,0,0
50101,8.88025836155713,0,0,1,3,40,25,114.5,114,114,119.5,123,135.1,110.7,137.3,106.5,118.3,0,1,0,0,0
50102,15.2248776494103,0,0,0,0,0,20,69.5,65.5,70,56,58.5,38.4,43.8,68.5,60,34.9,0,0,0,0,0
50103,10.1112292555465,0,0,0,6,24,15,134,130.5,85,82.5,49,69.3,64.4,66.4,92,77.5,0,0,0,0,0
50104,11.9646877928525,0,0,0,4,20,21,73,79,77,71,69,78.5,86.5,69.4,72.8,49.5,0,0,0,0,0
50105,4.55042264828762,0,0,1,5,22,26,106.5,103.5,101,103,111,104.8,75.6,84.7,111.2,129.9,0,0,0,0,0
50106,8.71258065675339,0,0,0,4,16,15,51.5,63,67.5,69,60.5,84.1,64,81.3,78.7,74,0,0,0,0,0
50107,12.7319419572833,0,0,0,2,34,20,63,61,68.5,72,67.5,64.8,76.1,29.6,29.1,61,0,1,0,0,0
50108,9.09569944599073,0,0,0,1,70,22,65.5,67,72,73,69.5,56.6,40.4,46.9,68.7,77.4,0,0,0,0,0
50109,6.2697555125617,0,0,0,6,12,18,65.5,63,68,76,76.5,68.7,86.8,85,78.9,77.5,0,0,0,0,0
50110,5.84669755058271,0,0,0,6,12,15,70,69,71.5,65,67.5,33.7,54.5,87,85.5,58.2,0,0,0,0,0
50111,9.91598225579735,0,0,0,3,28,21,89,82.5,85.5,84.5,84.5,84.2,63,50.5,69.3,72.8,0,0,0,0,0
50112,10.6186576867808,0,0,1,4,30,24,109.5,117.5,118.5,118,117,110.2,131.8,101.8,114.6,141.3,0,0,0,1,0
50113,13.1644248390795,0,0,0,3,22,14,59.5,65,69.5,68,73.5,73.3,91.2,78,92.1,82.6,0,0,0,0,0
50114,13.676114016345,0,0,1,6,18,21,98.5,99,100.5,101,111,110,119,138.7,108.5,140.9,1,0,0,0,0
50115,7.41638097731046,0,0,0,0,0,16,62.5,62,62,62.5,65,78.7,88.1,47.5,31.9,59.6,0,0,0,0,0
50116,10.0203911713894,0,0,1,5,22,25,105.5,106.5,101.5,102.5,99,112.7,108.4,93.3,110,84.1,0,0,0,1,0
50117,11.4874202531314,0,0,1,6,18,22,111.5,110.5,107.5,107.5,109.5,109.9,129.9,137.2,134.9,104.9,0,0,0,0,0
50118,13.6447549276991,0,0,1,3,40,23,119,117.5,115,122.5,119,94,97.8,125.9,120,123,0,1,0,0,0
50119,11.601600467243,0,0,0,3,22,17,79.5,79,72.5,64,68.5,98.8,99.3,99.5,74.5,66.7,0,0,0,0,0
50120,5.92178968887019,0,0,0,4,22,18,87.5,89,87,83.5,81.5,78,99.3,69.7,61,85,0,0,0,0,0
50121,9.01112846464258,0,0,1,4,36,24,152.5,149.5,143.5,141.5,142,120,138.2,138.4,136.7,127.4,0,0,0,0,0
50122,12.5345877522588,0,0,1,5,22,22,105,105,109,105,104,115.5,123.1,106.7,90.8,114.8,0,0,0,0,0
50123,9.16801536800366,0,0,0,2,30,19,87,63.5,52,60,53.5,35.6,54.5,90.7,73.1,69.5,0,0,0,0,0
50124,8.25297673840519,1,0,0,3,58,25,221,170.5,171.5,192,201.5,229.2,228.3,228.9,236.8,247.8,0,0,0,1,0
50125,9.62717932356714,0,0,0,6,16,27,73.5,78,88.5,92.5,91.5,96.1,70.3,83.2,83.2,104.9,0,0,0,0,0
50126,6.67982478870682,0,0,1,4,28,20,109.5,114,116,104,100,112.3,89.6,93,115.5,117.3,0,0,0,1,0
50127,11.4387507092996,0,0,1,4,22,25,88,89.5,89.5,90,88,99.3,104,112.3,96.2,91.8,0,0,0,1,0
50128,6.95676440883375,0,0,0,6,12,17,70.5,69,66.5,64.5,61.5,60.4,34,45.5,56.9,76.2,0,0,0,0,0
50129,5.01946567143495,0,0,0,3,28,26,92.5,92.5,87,80,83,83.8,68.5,81.3,94.8,60.5,0,0,0,0,0
50130,9.21512603868862,0,0,1,4,40,25,154,116,152.5,158.5,139.5,104.8,141.5,130.9,111,121,0,0,0,0,0
50131,14.4863712711663,0,0,0,5,16,21,68.5,68,73,60.5,75.5,84.8,49.1,49.8,69.9,98.5,0,0,0,0,0
50132,13.1006340196846,0,0,0,7,12,23,90.5,84,78.5,82.5,79.5,115.1,90.4,90.4,96.5,61.8,0,0,0,0,0
50133,7.73470704325947,0,0,0,2,30,17,67.5,63.5,57.5,58,62,43.4,61.1,58,53.3,50.6,0,0,0,0,0
50134,13.6619487950581,0,0,0,3,20,17,73,74.5,75,59.5,56.5,78.8,83.3,75.2,75.9,61.5,0,0,0,0,0
50135,10.723943143955,0,0,1,2,70,27,140.5,144,146.5,141,136.5,128.2,165.3,142.3,128.4,136.7,0,0,0,0,0
50136,11.3803847117801,0,0,0,8,0,23,50.5,23.5,45.5,19.5,62,75.2,79.3,54.6,60.6,62,0,0,0,0,0
50137,10.6107942291102,0,0,1,5,18,20,85,83,84,85.5,87.5,66.8,119.4,114.7,106.5,102.7,0,0,0,1,0
50138,5.63460514550964,0,0,0,2,30,18,71,62,56.5,57.5,67.5,70.7,48.1,36.9,49.8,54.2,0,0,0,0,0
50139,13.5395187317418,0,0,0,2,34,23,73,72.5,67,65,65,86,93.5,89.2,86.6,83.1,0,0,0,0,0
50140,8.80049230306193,0,0,0,1,88,21,88,84.5,83,87,87.5,67.8,90,99.9,85.3,98,0,1,0,0,0
50141,6.38397209816096,0,0,1,8,12,15,87.5,89,85.5,83.5,90.5,104.7,103,122.5,118.5,122.5,0,0,0,0,0
50142,17.476431268337,0,0,1,2,52,27,105.5,100.5,102,95,98,90.5,95.8,104.5,123.2,97.1,0,0,0,1,0
50143,9.21313349731641,0,0,0,3,32,20,85.5,91.5,87.5,87,86,90.4,98.2,101.7,84.6,78.1,0,1,0,0,0
50144,12.55180041157,0,0,1,5,22,17,111,101.5,95.5,107,102.5,88.9,113.2,95.1,102.6,102.8,0,0,0,1,0
50145,8.89942478522386,0,0,0,6,20,23,113.5,106.5,95,102,89.5,91.8,90.3,104.2,107.2,88,0,0,0,0,0
50146,7.25561206561518,0,0,0,6,12,17,63.5,65,65,76.5,70.5,58.9,56.4,38.6,70,97.7,0,0,0,0,0
50147,12.2718324100313,0,0,0,2,32,20,64.5,57.5,61.5,66,69,91.3,94.4,77.9,66.5,49.8,0,0,0,0,0
50148,10.4197835842556,0,0,0,2,26,24,70.5,84,50,98,61.5,18.6,65.5,67.2,78.4,64.8,0,1,0,0,0
50149,11.898840007862,0,0,0,4,18,15,72.5,72.5,63,67.5,64.5,46.4,51.8,56,47.6,22.1,0,0,0,0,0
50150,8.44615891184068,0,0,0,4,20,17,68,69.5,68.5,72.5,72,116.3,86.3,69.3,57.8,71,0,0,0,0,0
50151,9.40375946102251,0,1,0,6,24,26,181,176.5,140.5,196,209,191.6,195.9,186.6,176.5,186.4,0,1,0,1,0
50152,11.5957173424473,0,0,0,3,36,19,102,106,102,105,106.5,90,101.7,105.2,102.2,100.4,1,0,0,0,0
50153,6.71024243173377,0,0,0,2,36,21,69.5,69.5,69,63.5,69.5,66.2,67.3,62.8,44.8,62.2,0,1,0,0,0
50154,3.32433013708642,0,0,0,4,20,17,91,77,69,41,38.5,91.3,67.9,76.3,61.2,69.9,0,0,0,0,0
50155,7.49776723189539,0,0,0,4,20,18,61.5,62.5,75.5,74.5,69,65.3,47,36.1,58.5,67.2,0,0,0,0,0
50156,14.4560447991141,0,0,0,3,32,20,86.5,85,92.5,88.5,86,82.2,109.8,89,112.3,87.9,0,0,0,0,0
50157,9.76285409367673,0,0,0,6,10,21,72,53,38,48.5,54,68.1,64.7,60.4,60.7,82,0,1,0,0,0
50158,8.668641497825,0,0,0,2,32,23,69,69,63,62.5,65.5,76.2,77.5,76.6,60.1,52.9,0,0,0,0,0
50159,12.1212266175247,0,0,0,6,10,24,58.5,51.5,53.5,55.5,59.5,65.3,94.6,92.7,78.8,63.5,0,1,0,0,0
50160,11.2451876536426,0,0,0,6,12,18,70.5,70.5,65,82.5,80,63.8,74,72.3,75.5,89.8,0,0,0,0,0
50161,8.55264769489411,0,0,0,2,36,18,70,69,75,71,72,84.7,49.4,61.6,34.6,63.2,0,0,0,0,0
50162,13.2047323074288,0,0,0,7,10,18,63,68.5,71,67.5,66.5,63.5,90.8,78.3,59,69.6,0,1,0,0,0
50163,11.5365524910991,0,0,0,4,28,23,95,101.5,111,103.5,105,84,56.5,86,121.1,123.8,0,0,0,0,0
50164,9.58083568912778,0,0,0,2,42,16,86,89.5,83,87.5,84,94.5,94.8,81.3,69.8,67.2,0,0,0,0,0
50165,13.5113354544245,0,0,0,2,44,22,84,80,82,88,90.5,93.2,74.1,108,92.3,98.3,0,0,0,0,0
50166,11.6572162085953,0,0,0,6,16,21,83,89.5,93,95.5,90,54.5,62.1,56,81.2,89,0,0,0,0,0
50167,6.3216493873965,0,0,0,1,56,13,72,55,53.5,70.5,67,56.4,78.7,70.5,66,68.2,0,0,0,0,0
50168,12.9880984460618,0,0,0,4,26,20,102.5,97.5,91,91,82.5,51.6,56.6,60.3,74.8,61.5,0,0,0,0,0
50169,6.43616680794741,0,0,0,3,32,22,91.5,93.5,97,93.5,92,71.7,81.3,89,87.9,91.3,0,0,0,0,0
50170,8.03607698885828,0,0,1,5,30,21,144.5,160,148.5,146.5,150,138.3,151.2,175.9,149.3,130,0,0,0,1,0
50171,10.3227692612902,0,0,0,3,24,25,62.5,65.5,67,70.5,64.5,98.6,95.1,91.2,84.8,50.4,0,0,0,0,0
50172,10.7727091044344,0,0,0,5,14,16,76,73,68.5,63,69,42.5,55.9,57.1,59.1,64,0,0,0,0,0
50173,8.43472763526381,0,0,0,8,10,19,67.5,68,64.5,69,72.5,74,80.8,67.8,70.8,65,0,0,0,0,0
50174,7.21462618791564,0,0,1,3,30,13,84.5,92.5,91,95.5,89,92.1,110.9,130.8,116.9,101.2,0,0,0,1,0
50175,13.9677314309221,0,0,0,3,32,16,85.5,92.5,97.5,93,94,52.2,76.5,64.8,93.3,93.1,0,0,0,0,0
50176,8.96726955003904,0,1,0,7,22,27,144,148.5,150,152,154,144.9,158.9,174.2,136.4,165.1,0,0,0,1,0
50177,14.6392358916935,0,0,0,6,16,17,84.5,83.5,85.5,92,89,62.2,74.5,82.8,89.2,93.5,0,0,0,0,0
50178,8.89213377244029,0,0,1,5,26,23,127,127,116.5,116,119,112.3,113.5,95.4,123,106,0,0,0,0,0
50179,4.44832319825818,0,0,1,7,22,26,144.5,145,139.5,141.5,142.5,148.4,136.1,122.1,140.6,144.8,1,0,0,0,0
50180,9.02906872752932,0,0,0,6,12,14,65.5,68,63,63.5,66,52.5,48,61,52.5,54.5,0,0,0,0,0
50181,8.37731483886101,0,0,1,5,28,19,128,133,132,134,137.5,146.2,143.8,145.4,142.4,142.1,0,0,0,1,0
50182,9.4635931898459,0,0,0,4,14,20,104.5,101,55.5,76,92,88.4,65.3,60.2,98.6,102.8,0,0,0,0,0
50183,6.92535223998038,0,0,0,7,10,20,63,60.5,58.5,60.5,58.5,58.6,35.1,40.9,63.6,21.1,0,0,0,0,0
50184,2.88749854066492,0,0,0,1,64,24,61.5,61.5,62,64,66,58.4,67.5,49.5,73.2,66.2,0,0,0,0,0
50185,9.05096672454754,0,0,1,5,30,20,138,142,145,155,158,125.9,104.7,119.3,131.4,159.6,0,0,0,0,0
50186,11.3254375780717,0,0,0,3,32,24,88.5,93,83.5,81.5,81,95.8,87.5,77.8,76.2,61.8,0,0,0,0,0
50187,3.33546231456779,0,0,0,4,18,22,55,59,54.5,66,56,86.7,94.5,87.8,80.8,56.9,0,0,0,0,0
50188,7.74210658872801,0,0,0,3,20,26,77.5,86,64,54.5,72,98.7,69.2,88,82.4,66.2,0,0,0,0,0
50189,13.5314402737937,0,0,0,5,18,23,88,84,88,93.5,90.5,68,62.5,62.5,70,94.3,0,0,0,0,0
50190,12.5618953720254,0,0,0,5,14,16,61,64,67.5,65.5,62.5,40.4,37.8,74.1,82.7,65.8,0,0,0,0,0
50191,12.5156361862746,0,0,0,3,24,19,79,79.5,77,69.5,77,76,90.8,60.5,66.6,74.3,0,1,0,0,0
50192,10.6400093724634,0,0,0,2,34,24,69,72.5,72,74,66,57.5,66.8,66.7,45.5,78.9,0,0,0,0,0
50193,10.0809057032582,0,0,1,4,28,21,110.5,109,105.5,106,112,110.6,114.4,123.9,132.7,118.8,0,0,0,1,0
50194,8.17271127066172,0,0,0,2,42,27,79,79.5,78,81,74.5,103.3,125.5,95.5,81.3,86.1,0,0,0,0,0
50195,10.5226170469071,0,0,0,1,92,22,98.5,92,93.5,85,82,64.5,81,56.8,73.5,76.9,0,0,0,0,0
50196,10.2831595187821,0,0,0,6,12,20,65,67,75,70,71.5,60.1,13.2,22.3,48.2,44.2,0,0,0,0,0
50197,5.76124861172333,0,0,0,6,16,18,87.5,87,88,90,94,88.5,102.7,89.6,103,114.8,0,0,0,0,0
50198,15.1518988026799,0,0,0,3,24,22,69.5,64.5,64.5,61.5,65,58.4,58.4,88.8,72.8,83.7,0,0,0,0,0
50199,10.8637252548372,0,1,0,6,30,30,178.5,177.5,180.5,182.5,174.5,196.7,176.5,156.9,155.8,174.9,0,0,0,0,0
50200,8.28411781184963,0,0,0,5,18,20,88.5,95,90.5,90.5,89,94.5,79.1,71.7,88.8,84.9,0,0,0,0,0
50201,11.3249211646239,0,0,1,7,16,20,100,94,99,104.5,117.5,116.3,120.5,105.6,99.8,112.2,0,0,0,1,0
50202,9.82329537583884,0,0,0,5,16,17,79.5,76,78,71,68,83.8,78.5,69.6,76.8,75.1,0,0,0,0,0
